3,w
1,m
2,m
1,m
1,w
0,m
3,m
1,w
0,m
5,m
2,m
3,w
0,m
0,m
1,w
1,m
2,m
1,m
1,m
0,w
5,m
1,m
1,m
4,m
2,m
0,m
0,m
0,m
2,m
1,m
0,m
0,w
0,w
0,m
0,w
0,w
0,m
1,m
1,m
0,m
0,m
3,w
4,m
5,w
3,m
0,w
3,m
3,w
1,w
0,m
0,m
0,m
0,m
5,m
1,m
2,w
0,m
0,m
3,m
1,m
0,m
0,m
0,w
0,w
3,m
1,m
0,w
0,m
0,m
0,m
0,m
2,m
0,m
0,w
3,w
2,w
4,m
1,w
2,m
3,m
2,m
0,m
2,m
0,m
2,m
2,m
0,w
0,w
0,m
1,m
0,w
0,w
0,m
3,m
3,w
1,m
1,m
1,m
2,m
0,m
3,m
0,m
4,m
